,product_id,product_name,ticker,risk_profile,one_year_return,three_year_return,five_year_return,seven_year_return,return_2011,return_2012,return_2013,return_2014,return_2015,return_2016,return_2017,return_2018,return_2019,alpha,beta
0,2202,Deutsche Fund 10,EQH52,4,-10.221031700108728,-14.3682944510253,1.9931197648375385,1.3337460465860485,5.464683003382316,-9.139709437353126,0.050052836265724446,-0.6474176037268788,-15.058290012607419,5.379971786610338,3.2071110099884823,23.89112043240686,2.029691773099642,-0.14470230816492052,1.2327571750289237
1,6246,ClearBridge Investments Fund 4,1B7O2,4,1.987912481934255,-8.707396688162595,-3.00320380600515,-7.50496246596568,-15.162128950149595,21.828834757369194,-6.753811694699516,-19.253762147912344,11.194813030513464,4.052664384543705,-2.1559394150599736,-11.026038928277188,-11.646284060362825,-0.4738113401377909,1.579241227348162
2,8206,Geneva Investments Fund 7,6MTS5,5,-15.35587809457307,12.167731911396352,-16.374486437560126,2.044858399543641,-12.190412637933088,8.364551769585947,-13.897868815331185,15.346268487812427,2.646237266008412,-16.156860075722047,12.63841601562743,7.632506309817913,4.656354401812005,0.3751204095996338,0.515297887748218
3,485,Columbia Fund 8,CTZKK,5,-8.125262789192572,0.22719891584774743,1.5569058370801172,7.011717647095326,21.358786216668687,-9.715156604345617,-3.0448896881373626,-10.78155346278539,16.119090753892586,-13.25402430338712,17.4750190836043,-7.3996039743994,-11.533741134870336,-0.12699006506718677,-0.975644772764021
4,8397,Thompson Siegel Fund 3,79N1D,4,8.894283496286942,-9.470238926335705,3.674581629680029,11.270494334966696,-9.352398399975408,0.8885020757668185,-7.059372610423836,10.237710402564158,-9.828067626297932,-9.643258783714089,-2.300278121155298,0.6192481151027361,0.7981933215619792,0.6194679040792085,-1.7133899050529247
5,9029,Prudential Fund 5,CEFB2,1,-10.05477609557734,0.2116251779947934,-8.123343849514553,-2.0878519832188114,17.74357342468822,3.3074635785254296,7.592025618628419,3.804748202189743,6.667543022081044,13.960935042954567,-4.347076154824991,-4.985587445852669,-6.7016096402650405,-0.3435730196698372,-1.119944424661097
6,1871,Deutsche Fund 1,TYV0M,3,16.63432590499867,13.544502575594654,-6.835582902869458,-0.43505966327812917,-14.517089266190881,-11.355672705019318,1.8825170894391356,0.2476548753066829,9.647558706584961,12.67626388033511,8.349110158981293,13.197770709207015,-5.470867407920465,-1.128850333447932,0.5005327728466659
7,8464,Penn Capital Fund 8,O7BZU,4,26.78686605027895,7.854402771235404,3.040631820676047,20.0006053528792,-4.089097274491159,-6.860921894483464,18.548294436837736,-8.764199986644277,21.988929112926996,-0.4013000497500269,-10.36671694901208,-0.019336161475366334,1.304956324255166,0.20114508540085185,-0.19196037539256977
8,3566,Thompson Siegel Fund 10,3K6CY,2,-3.8831430417315733,5.567365796216144,-4.886271587747469,-9.464985569314425,1.6153495354684875,4.410026542103155,-4.222042651401001,-7.2381204219410975,-8.87191274310008,0.011153115055899172,14.838401201880714,-15.482132945103388,6.653198668093546,0.07596212074105153,-1.3836004629044543
9,2215,Northern Trust Fund 6,1NRGY,5,26.03636913618905,-11.505609974151046,17.196006156347753,-4.4314375302210305,-10.624756982149105,7.282837163100165,-0.6649736961281829,-0.6459265303839828,-4.156818360016047,10.633372445628336,19.2542909860545,3.890573393867014,16.41802510064644,-1.5503492111274444,-1.129505647524399
10,6032,Thomas Partners Fund 6,VHSP5,2,-15.031730297416907,-8.258482823611434,-4.39209594220858,9.22423143269033,-22.46754669883554,21.03734937743944,3.107542496600539,4.129576394455517,9.998402889902717,8.78015465077237,3.571605042821755,-1.7870018531667429,-12.280751280342974,-0.40137099752781696,0.9102778186437606
11,4843,Newton Fund 10,8H3RG,1,-2.8162760358909384,0.7409981884368372,-1.393818164733821,-2.1027722782997267,-3.848472972157124,15.593973288507945,13.765795462709407,7.16926565993401,1.8418847338928532,10.42551402033457,-0.7771172122529652,4.526207392133333,4.0186884697437435,0.08894919231179062,1.6484216208288012
12,1685,Putnam Fund 7,Y8S9Q,4,-2.688126332382571,6.2702041312627985,-0.9664322708285147,2.1434135481416665,5.23249672271619,-22.187625490887463,-1.2935808906030095,-8.690975926714232,-7.820747131295804,6.365532553530847,8.036950629027151,3.4295609626894183,-8.865901178960257,-0.6565424459213475,-0.0006922600516570306
13,8896,Pioneer Investments Fund 8,WQL8N,3,17.53709203179713,2.9661099311160055,8.978002809841186,1.8423053785223107,-3.9165642449207745,0.08993634566325198,-4.354471877483901,-8.122602203986206,-4.097372518382974,3.6857548160070364,25.81169580881335,6.218326393935536,1.6404928331084383,0.3489461120931984,-1.2682716650911434
14,4962,Allianz Fund 4,VG8FP,2,7.414066620888543,0.9543215088157349,11.373713030382632,5.556649693364087,3.566365167018455,1.703353442074702,-5.467550118658739,-6.231814674486604,3.0544350013099657,-11.25265674690928,3.762488855906488,-4.396967558824833,-17.80189278262927,-0.01599071930434852,2.160509545719966
15,2839,Penn Capital Fund 3,JJUTG,5,11.37109057091232,6.886022221658104,-11.69570076631013,4.7730709842446215,4.851678156673395,-15.365169895397862,-4.5156497453254865,3.446570593670332,-18.22713336344466,-10.658248391212613,-10.462840991957702,-22.6565762436189,-7.8289609495147,0.675889544614197,-0.05560717194607982
16,4898,Blackrock Fund 7,8KDPQ,1,-4.503588715229914,-9.903881256174037,-6.870335068862054,3.223900959081654,-11.538227784521686,4.618799983861669,18.980210124028282,1.2979177676232703,5.459690053236136,10.159419824051339,6.209027716447527,-22.382740853172933,1.9324728550832453,-0.028976450570702524,-0.47180197274756747
17,9725,Invesco Fund 3,IQRZZ,2,-12.29935004466549,-5.547488285945368,-4.734683445114846,12.25238742156203,0.5760467159206831,-14.46705721155854,-0.08177557015957791,-14.101834951822362,5.7565451239667205,-0.859473628152752,-7.329489331729295,-11.410946504715774,0.35341823210586903,0.16088161939747048,1.0183374336486353
18,9182,Reinhart Partners Fund 10,RODE6,3,9.18090912205664,14.360416176866618,6.41269432881672,-5.797680488603309,-6.8665832100053805,-18.19157402489455,-10.755775242125573,11.223404192373733,-1.1453275648222692,-13.388557962081617,13.191711905369077,-16.7277390981722,12.606890882063091,-0.32302454833753935,0.33940274317467833
19,3566,Invesco Fund 10,D5ZWY,5,6.79528005612899,7.076516846841545,-10.347617386743549,12.179937889721526,-0.43555350955723693,6.470800907587004,4.129446652445994,13.157242190260828,9.692105347132406,23.467207889050947,13.624911688987556,13.594444552811694,-2.661635828679904,1.4903735459007572,-0.3154726097309794
20,1344,Winslow Fund 8,PY1ZK,3,-12.915177519475067,5.289944066082665,-6.88355780083886,0.5214499939225647,-11.223805758562488,5.1733474373999835,12.375857423149395,-7.930960746884063,-1.68825580541526,9.611772409979167,-23.60957613093599,-9.240460092187735,-12.947020015579081,-0.2332041293162803,2.638759480326587
21,3969,Riverfront Fund 5,NLSJ8,2,5.17274633053462,-1.9305112277749785,13.134858114245096,-0.08408545335642675,15.168931929583994,4.64331483954734,-17.58336343820766,12.384032859279717,-2.0719765457973844,-19.64381100012989,1.1356337326707624,1.553946229713151,-12.908630513191762,-0.607245679315503,0.5472983129600237
22,1772,Earnest Partners Fund 1,HA8SI,1,-13.03824761818462,-0.03043183268374858,-4.439635524703603,10.960646018240187,-7.6248222487876,9.601268201427459,10.806880629196327,0.057358267239447966,-8.102277715163469,2.6578192742342672,-14.105307250141701,10.329200345963066,-4.730546651593496,-1.0639290305288607,-0.5838422651769006
23,3341,Earnest Partners Fund 9,AR6M3,5,-7.793192833827702,5.197931273019394,-8.840680646938257,-0.9993988305774791,-29.61214270519158,-2.082098761273091,5.745100013475732,-8.968138920992574,-8.425218149471783,-0.5328894704632482,0.6489365543723717,-8.081676451589693,6.757677658145299,-1.6455772540160913,1.1145272255882608
24,9576,American Funds Fund 2,5PSB0,2,-15.695603308944417,-17.519902198066475,3.921254011989774,-18.950797980115503,2.0169166823037212,-18.26922362155698,-7.3105184103696566,-5.7047148702707995,-1.4357635790710421,15.625383064933123,8.80543788862511,-8.923284926694688,10.920217903195134,1.5448997957273165,-1.1166989632463866
25,744,StoneBridge Fund 5,6G1EW,1,1.0879461808981625,-1.1032407206585646,-1.664521029110503,-24.146277790249464,-1.0875635054877832,-3.7060341011949105,-9.437833910894632,-5.10426810033281,-12.637929861035902,1.7431066002267008,6.597478042145215,5.972634820809973,-5.197589229725505,1.6798534091306516,0.8543967409392667
26,8573,Oakmark Fund 6,369DK,3,-9.044753203606783,-12.967336376897647,3.149331895395902,-7.277244568877426,-5.609734507577123,-4.6210005352423895,-5.7041685732857275,-2.3018643332057525,4.964373356485268,-19.452825322040905,-3.4023722430117287,6.221858512388128,15.258574850858896,-0.35328669487702574,0.138414444651143
27,6597,Oppenheimer Fund 6,1PRME,2,-2.070318100672948,9.069524898239509,-9.530889680500575,-20.269634271646705,-11.382199766154773,14.400172993853676,19.350891335044732,-5.763291328344323,1.5032712298071291,3.7677773728446553,-20.84280100392625,-8.019500343272982,3.135496422363198,-0.4028258618898545,0.2897566362105374
28,3379,Thomas Partners Fund 5,EGOZU,4,22.466138230225354,-10.813055615125755,17.487386097942345,5.07825108094058,16.53106950570899,2.435799687577567,-4.753019577223643,-10.669330078499623,-15.787823700571293,-2.861459490935619,8.203159189886327,-7.034946358988522,-4.168228217611903,-0.6842896615039045,-0.4663493199186116
29,3639,Prudential Fund 7,O52YK,2,-4.020763549886038,0.731018111541779,8.135141301492151,-9.505629270280307,-2.892928769268219,-7.370207867440401,2.3081452813628447,-4.848390926929402,0.11173019637888487,0.9127536132380382,3.948907884674682,1.019032220824556,0.09898797579852187,-2.080163797847733,0.2574967029710308
30,9507,Van Kampen Fund 5,MZKJB,1,-15.52731745856182,13.30013647821944,-12.439463265625989,-3.409396922299303,-0.10661290764338666,4.069434568608103,-4.9046667378665605,-6.946472196195908,12.35851157673965,1.1244819634603316,-5.18990246582104,-0.818786253181847,15.918478318332669,-0.7081696749843663,-0.5918788618680881
31,8187,JP Morgan Fund 3,RM2YV,3,2.6719916598276514,14.064980198053474,-2.720167560885906,0.15288780414698058,3.5200680673869815,12.269198830502035,-5.294170055087743,-7.988572081402175,11.051484340973987,-11.292523701041388,-4.492182335482554,8.662472233079777,3.4804776748671613,-0.5689238494597542,0.3478997424056548
32,8789,StoneBridge Fund 7,EREQL,1,13.051573542067041,18.20573846513168,11.94243742463245,-15.482536220802054,4.135198663644933,1.4248360909147517,4.343156658646904,-10.382604995178717,-19.824098355631893,21.043334331882928,11.924637249843883,3.071147040441456,-4.90995083984892,0.18254169502951534,-1.2403424324198329
33,7309,Pioneer Investments Fund 1,7RFQU,1,9.59760399864727,-6.3418180859494955,18.776810930882974,7.264141911942247,2.7795035837621858,-0.7200179769875997,-7.731991893659275,-3.6427064247751915,3.4128473939827515,-1.9481121776874344,-3.9951170260362305,6.420525583409599,-9.924962560004586,0.6262082098709955,2.1764017815865024
34,8345,American Funds Fund 7,4GI27,5,-3.6282307250464236,-18.626293401612404,-3.732121975324145,-11.81021831524162,15.046161569575245,-11.398066737744344,-1.500731616126839,5.649162418476092,-8.326096141575327,8.827201885195485,7.535401933381877,5.287492087409626,-2.6604984623842576,-0.13536059160918865,0.5759191775372372
35,5139,WisdomTree Fund 7,TUWRU,5,-13.320490516143673,-12.221177877943955,-0.08115508539011425,13.172907398920763,17.836215292869664,-4.073138079186636,7.9233420097955864,25.300754079029566,11.682343920766641,-21.91358312316188,2.810606763598899,23.762473107502583,-11.619417411919315,0.9132351388646885,-2.087675816037075
36,9486,Guggenheim Fund 1,ID75Q,2,-4.831086689393581,-15.851072849403785,-15.407284913060277,18.252731096202204,-6.296353809761074,-7.961224959983333,-27.23882786034953,6.165632538445614,-5.937937835512859,-1.2152360073714636,9.08886180088507,12.24164314978853,-20.112861375588512,-0.8371843000230146,0.41107154493486453
